id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_subfamily_name,taxon_tribe_name,taxon_genus_name,taxon_species_name
367920431,3040b059-fffd-42df-b14d-36f471d8c0c2,2026-06-02 20:55:57-05:00,2026-06-02,2026-06-03 01:55:57 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-03 01:57:42 UTC,2026-06-03 13:13:02 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/367920431,https://inaturalist-open-data.s3.amazonaws.com/photos/671942264/medium.jpg,,"","",0,0,true,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Polygonateae,true and false Solomon's seals,Plantae,1415174,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Nolinoideae,Polygonateae,,
368182539,8b916610-1392-4d17-a03e-b74ff8e04895,2026-06-02 20:57:39-05:00,2026-06-02,2026-06-03 01:57:39 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-03 23:23:18 UTC,2026-06-03 23:23:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/368182539,https://inaturalist-open-data.s3.amazonaws.com/photos/672446043/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Apioideae,,Plantae,790553,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Apioideae,,,
368182581,778fafdb-9dd3-4f5c-9c50-722f699a6c48,2026-06-03 18:22:48-05:00,2026-06-03,2026-06-03 23:22:48 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-03 23:23:32 UTC,2026-06-03 23:23:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/368182581,https://inaturalist-open-data.s3.amazonaws.com/photos/672446142/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Solidago canadensis,Canada goldenrod,Plantae,67808,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Astereae,Solidago,Solidago canadensis
368182639,1b3c612e-7d02-402d-bb75-5b7fdfcf558d,2026-06-03 18:23:07-05:00,2026-06-03,2026-06-03 23:23:07 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-03 23:23:56 UTC,2026-07-25 10:44:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/368182639,https://inaturalist-open-data.s3.amazonaws.com/photos/676228056/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Saponaria,Soapworts,Plantae,56155,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophylloideae,Caryophylleae,Saponaria,
368211460,023f13fe-19cb-4a97-b0f3-b5599231bfe2,2026-06-03 18:23:31-05:00,2026-06-03,2026-06-03 23:23:31 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-04 01:37:12 UTC,2026-07-25 10:44:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/368211460,https://inaturalist-open-data.s3.amazonaws.com/photos/672502360/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Saponaria,Soapworts,Plantae,56155,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophylloideae,Caryophylleae,Saponaria,
368211865,a4eb2330-7f4b-403d-8f0c-6c0312eb055d,2026-06-03 20:37:18-05:00,2026-06-03,2026-06-04 01:37:18 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-04 01:39:31 UTC,2026-06-10 17:06:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/368211865,https://inaturalist-open-data.s3.amazonaws.com/photos/676617846/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Cirsium,Plume Thistles,Plantae,48561,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Carduoideae,Cardueae,Cirsium,
370171343,bf86cb32-d337-4631-aabc-d0d0d5dae734,2026-06-04 16:18:00-05:00,2026-06-04,2026-06-04 21:18:00 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-09 23:01:28 UTC,2026-06-09 23:01:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370171343,https://inaturalist-open-data.s3.amazonaws.com/photos/676228379/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971762851,-93.2399847297,6,,,,6,,,false,,,"",Digitalis,Foxgloves,Plantae,53984,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,,Digitalideae,Digitalis,
370171406,c44e2bfb-e15f-4298-98ac-65a54f366b5c,2026-06-05 09:17:29-05:00,2026-06-05,2026-06-05 14:17:29 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-09 23:01:44 UTC,2026-06-09 23:02:08 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370171406,https://inaturalist-open-data.s3.amazonaws.com/photos/676228570/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9974275977,-93.2398040468,4,,,,4,,,false,,,"",Morus,Mulberries,Plantae,56091,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,,Moreae,Morus,
370171497,6008caa8-d523-405f-8ffe-488c1e239794,2026-06-09 18:00:18-05:00,2026-06-09,2026-06-09 23:00:18 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-09 23:02:09 UTC,2026-06-09 23:02:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370171497,https://inaturalist-open-data.s3.amazonaws.com/photos/676228914/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971564215,-93.2399295118,19,,,,19,,,false,,,"",Rumex,docks and sorrels,Plantae,53196,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonoideae,Rumiceae,Rumex,
370375454,12b4f1ca-5536-43ee-83b6-094519fee710,2026-06-09 18:01:37-05:00,2026-06-09,2026-06-09 23:01:37 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 17:06:05 UTC,2026-07-02 23:45:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370375454,https://inaturalist-open-data.s3.amazonaws.com/photos/676617895/medium.jpg,,"","",2,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971526259,-93.2401308333,15,,,,15,,,false,,,Catnip,Nepeta cataria,Catnip,Plantae,48622,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepetoideae,Mentheae,Nepeta,Nepeta cataria
370375511,4749a4c2-79fd-4461-8212-67b31f1b1836,2026-06-09 18:02:07-05:00,2026-06-09,2026-06-09 23:02:07 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 17:06:11 UTC,2026-06-10 17:06:15 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370375511,https://inaturalist-open-data.s3.amazonaws.com/photos/676617933/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971752174,-93.2399834389,6,,,,6,,,false,,,"",Allium,onions,Plantae,47357,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Allioideae,Allieae,Allium,
370375551,0b95535b-f4e3-4371-8cb1-9c1c1b4ca859,2026-06-09 18:02:30-05:00,2026-06-09,2026-06-09 23:02:30 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 17:06:17 UTC,2026-07-25 10:43:05 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370375551,https://inaturalist-open-data.s3.amazonaws.com/photos/676617967/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971752174,-93.2399834389,6,,,,6,,,false,,,"",Saponaria,Soapworts,Plantae,56155,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophylloideae,Caryophylleae,Saponaria,
370375607,a096145b-830c-4642-976f-534d2a879366,2026-06-10 12:02:32-05:00,2026-06-10,2026-06-10 17:02:32 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 17:06:22 UTC,2026-07-19 15:49:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370375607,https://inaturalist-open-data.s3.amazonaws.com/photos/676617994/medium.jpg,,"","",1,0,false,3,"Hill River State Forest, Palisade, MN, US",46.918197329,-93.4952282007,1973396,,,,1973396,,,false,,,Red Milkweed Beetle,Tetraopes tetrophthalmus,Red Milkweed Beetle,Insecta,118559,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lamiinae,Tetraopini,Tetraopes,Tetraopes tetrophthalmus
370449031,f8ce7d19-d61a-4ce8-b53e-8eea700b86a3,2026-06-10 11:50:23-05:00,2026-06-10,2026-06-10 16:50:23 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 20:58:15 UTC,2026-07-02 09:19:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370449031,https://inaturalist-open-data.s3.amazonaws.com/photos/676742005/medium.jpg,,"","",3,0,false,3,"Floodwood, MN, US",46.8631145061,-92.9639090954,1973396,,,,1973396,,open,false,,,Eastern Black Swallowtail,Papilio polyxenes asterius,Eastern Black Swallowtail,Insecta,54900,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilioninae,Papilionini,Papilio,Papilio polyxenes
370449063,89ed7956-bbaf-4730-a751-d095584c3c36,2026-06-10 15:58:02-05:00,2026-06-10,2026-06-10 20:58:02 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 20:58:22 UTC,2026-06-11 18:25:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370449063,https://inaturalist-open-data.s3.amazonaws.com/photos/676742201/medium.jpg,,"","",1,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971619952,-93.2399010909,15,,,,15,,open,false,,,box elder,Acer negundo,boxelder,Plantae,47726,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,,,Acer,Acer negundo
370489286,6b3fd1e3-5a3e-4a6e-bfe7-637e15effbdc,2026-06-10 18:51:34-05:00,2026-06-10,2026-06-10 23:51:34 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-10 23:51:46 UTC,2026-06-11 01:25:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370489286,https://inaturalist-open-data.s3.amazonaws.com/photos/676860325/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.997163689,-93.2398988453,18,,,,18,,,false,,,"",Campsis,trumpet vines,Plantae,72030,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,,Tecomeae,Campsis,
370508071,acd21312-9ce3-44b5-8f71-53e2d0b6ceab,2026-06-10 20:24:29-05:00,2026-06-10,2026-06-11 01:24:29 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 01:25:11 UTC,2026-07-25 10:43:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370508071,https://inaturalist-open-data.s3.amazonaws.com/photos/677255849/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971758406,-93.2399828904,6,,,,6,,,false,,,"",Saponaria,Soapworts,Plantae,56155,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophylloideae,Caryophylleae,Saponaria,
370508088,1001c607-d920-419d-a3ce-5e2fbc8621a0,2026-06-10 20:24:58-05:00,2026-06-10,2026-06-11 01:24:58 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 01:25:14 UTC,2026-06-11 19:55:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370508088,https://inaturalist-open-data.s3.amazonaws.com/photos/677268550/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971644859,-93.2399034131,20,,,,20,,,false,,,"",Tradescantia,Spiderworts,Plantae,49145,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelinoideae,Tradescantieae,Tradescantia,
370710910,c0359fe2-32ae-407d-ad12-ef4d87d84d35,2026-06-11 14:31:03-05:00,2026-06-11,2026-06-11 19:31:03 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 19:31:47 UTC,2026-06-11 19:55:58 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370710910,https://inaturalist-open-data.s3.amazonaws.com/photos/677268627/medium.jpg,,"","",0,0,false,3,"Buchanan St NE, Minneapolis, MN, US",44.9971376095,-93.2402475593,3,,,,3,,,false,,,"",Vitis,grapevines,Plantae,60773,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,,,Vitis,
370717551,1e91cce5-c460-41c9-a5e1-1d30a899880f,2026-06-11 14:54:29-05:00,2026-06-11,2026-06-11 19:54:29 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 19:55:59 UTC,2026-06-12 13:00:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370717551,https://inaturalist-open-data.s3.amazonaws.com/photos/677268689/medium.jpg,,"","",2,1,false,3,"Bovey, MN, US",47.2345462442,-93.2580404945,1973396,,,,1973396,,,false,,,Mecaphesa,Mecaphesa,,Arachnida,129662,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Thomisinae,Misumenini,Mecaphesa,
370717601,ba078611-bb9e-42ef-a4f8-bcc404198fb2,2026-06-11 14:51:07-05:00,2026-06-11,2026-06-11 19:51:07 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 19:56:08 UTC,2026-06-15 23:58:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370717601,https://inaturalist-open-data.s3.amazonaws.com/photos/677268804/medium.jpg,,"","",1,0,false,3,"Bray Lake Rd, Nashwauk, MN, US",47.4701755692,-93.2872127842,1973396,,,,1973396,,,false,,,Four-lined Plant Bug,Poecilocapsus lineatus,Four-lined Plant Bug,Insecta,126211,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Mirinae,Mirini,Poecilocapsus,Poecilocapsus lineatus
370717739,b118e5e0-d925-4ec8-be81-f0496804dad7,2026-06-11 14:53:45-05:00,2026-06-11,2026-06-11 19:53:45 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 19:56:39 UTC,2026-06-12 13:01:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370717739,https://inaturalist-open-data.s3.amazonaws.com/photos/677269134/medium.jpg,,"","",2,1,false,3,"La Prairie, MN, US",47.2351479774,-93.4949242327,1973396,,,,1973396,,,false,,,Trochosa,Trochosa,,Arachnida,148395,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Lycosinae,,Trochosa,
370717899,67fea6cc-3c77-4f35-94d6-004945744ad9,2026-06-11 14:51:23-05:00,2026-06-11,2026-06-11 19:51:23 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-11 19:57:08 UTC,2026-06-11 19:57:12 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370717899,https://inaturalist-open-data.s3.amazonaws.com/photos/677269430/medium.jpg,,"","",0,0,false,3,"Pengilly, MN, US",47.3585158375,-93.1608307199,1973396,,,,1973396,,,false,,,"",Graphocephala coccinea,Red-banded Leafhopper,Insecta,56925,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Cicadellinae,Cicadellini,Graphocephala,Graphocephala coccinea
370929183,1fb78d4d-0e16-4870-bfbf-cf7073ff8bed,2026-06-12 10:24:39-05:00,2026-06-12,2026-06-12 15:24:39 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:27:44 UTC,2026-06-12 15:27:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370929183,https://inaturalist-open-data.s3.amazonaws.com/photos/677682141/medium.jpg,,"","",0,0,false,3,"Floodwood, MN, US",47.1286187278,-92.9366938641,1973396,,,,1973396,,,false,,,"",Delphinia,,Insecta,126849,Animalia,Arthropoda,Insecta,Diptera,Ulidiidae,Otitinae,Cephaliini,Delphinia,
370929317,b45633a9-8584-4310-a75c-f0c8bcb22648,2026-06-12 10:25:23-05:00,2026-06-12,2026-06-12 15:25:23 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:28:14 UTC,2026-06-12 15:28:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370929317,https://inaturalist-open-data.s3.amazonaws.com/photos/677682361/medium.jpg,,"","",0,0,false,3,"Grand Rapids, MN, US",47.090902163,-93.4601012796,1973396,,,,1973396,,,false,,,"",Lygus,Lygus Bugs,Insecta,61886,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Mirinae,Mirini,Lygus,
370929381,262f4d13-f586-4aad-a055-81229405ea6a,2026-06-12 10:22:43-05:00,2026-06-12,2026-06-12 15:22:43 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:28:31 UTC,2026-06-12 19:31:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370929381,https://inaturalist-open-data.s3.amazonaws.com/photos/677682503/medium.jpg,,"","",2,0,false,3,"Jacobson, MN, US",46.9535512908,-93.155339979,1973396,,,,1973396,,,false,,,Zebra Jumping Spider,Salticus scenicus,Zebra Jumping Spider,Arachnida,68901,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Salticinae,Salticini,Salticus,Salticus scenicus
370931704,2cd17e29-9483-4f52-9cd3-0ef3a5581290,2026-06-12 10:16:12-05:00,2026-06-12,2026-06-12 15:16:12 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:36:44 UTC,2026-06-13 01:37:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370931704,https://inaturalist-open-data.s3.amazonaws.com/photos/677686603/medium.jpg,,"","",1,0,false,3,"Grand Rapids, MN, US",47.1401458191,-93.4325627871,1973396,,,,1973396,,,false,,,common soapwort,Saponaria officinalis,common soapwort,Plantae,56154,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Caryophylloideae,Caryophylleae,Saponaria,Saponaria officinalis
370931953,437dbe9f-c7dc-4895-bb6a-b6347dbde69b,2026-06-12 10:23:44-05:00,2026-06-12,2026-06-12 15:23:44 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:37:17 UTC,2026-06-12 15:37:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370931953,https://inaturalist-open-data.s3.amazonaws.com/photos/677686927/medium.jpg,,"","",0,0,false,3,"Cotton, MN, US",47.243050354,-92.5384359378,1973396,,,,1973396,,,false,,,"",Acrididae,Short-horned Grasshoppers,Insecta,47649,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,,,,
370932162,7865f390-de3b-47a9-8d2b-884922f1e527,2026-06-12 10:12:58-05:00,2026-06-12,2026-06-12 15:12:58 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:37:47 UTC,2026-06-13 10:52:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/370932162,https://inaturalist-open-data.s3.amazonaws.com/photos/677687236/medium.jpg,,"","",1,0,false,3,"Jacobson, MN, US",46.9150313534,-93.1004732468,1973396,,,,1973396,,,false,,,black-eyed Susan,Rudbeckia hirta,black-eyed Susan,Plantae,62741,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Asteroideae,Heliantheae,Rudbeckia,Rudbeckia hirta
370932305,df1ea779-6f28-4f9b-9f9e-014697559196,2026-06-12 10:12:46-05:00,2026-06-12,2026-06-12 15:12:46 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 15:38:12 UTC,2026-06-12 15:38:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370932305,https://inaturalist-open-data.s3.amazonaws.com/photos/677687504/medium.jpg,,"","",0,0,false,3,"Nashwauk, MN, US",47.3652056777,-93.124955307,1973396,,,,1973396,,,false,,,"",Vitis,grapevines,Plantae,60773,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,,,Vitis,
370940325,b1316e5b-4da7-4873-954b-fe2bd407b079,2026-06-12 08:01:52-05:00,2026-06-12,2026-06-12 13:01:52 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 16:09:38 UTC,2026-06-12 16:09:42 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/370940325,https://inaturalist-open-data.s3.amazonaws.com/photos/677703108/medium.jpg,,"","",0,0,false,3,"Jacobson, MN, US",46.9697180974,-93.4424091844,1973396,,,,1973396,,,false,,,"",Cynomya cadaverina,Shiny Blue Bottle Fly,Insecta,324335,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Calliphorinae,,Cynomya,Cynomya cadaverina
371029045,513fb09d-e43d-474f-99d3-756cab0aa320,2026-06-12 16:50:29-05:00,2026-06-12,2026-06-12 21:50:29 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:51:30 UTC,2026-06-12 21:51:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029045,https://inaturalist-open-data.s3.amazonaws.com/photos/677874551/medium.jpg,,"","",0,0,false,3,"Grand Rapids, MN, US",47.0617331478,-93.4750420304,1973396,,,,1973396,,,false,,,"",Condylostylus sipho,,Insecta,259850,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Sciapodinae,Sciapodini,Condylostylus,Condylostylus sipho
371029123,f467ad90-2f0f-4bc3-8e11-9b9bbefbad3e,2026-06-12 16:50:24-05:00,2026-06-12,2026-06-12 21:50:24 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:51:47 UTC,2026-06-13 02:13:48 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029123,https://inaturalist-open-data.s3.amazonaws.com/photos/677874704/medium.jpg,,"","",2,1,false,3,"Bovey, MN, US",47.214723474,-93.4250300941,1973396,,,,1973396,,,false,,,Lygus Bugs,Lygus,Lygus Bugs,Insecta,61886,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Mirinae,Mirini,Lygus,
371029202,d3774de9-3db7-41ed-8163-8109f1202d2f,2026-06-12 16:50:18-05:00,2026-06-12,2026-06-12 21:50:18 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:52:06 UTC,2026-06-12 21:52:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029202,https://inaturalist-open-data.s3.amazonaws.com/photos/677874866/medium.jpg,,"","",0,0,false,3,"Grand Rapids, MN, US",47.1839671156,-93.5264824155,1973396,,,,1973396,,,false,,,"",Rainieria antennaepes,,Insecta,349811,Animalia,Arthropoda,Insecta,Diptera,Micropezidae,Taeniapterinae,,Rainieria,Rainieria antennaepes
371029343,fdeae366-9d28-41f3-940a-6ecd5a07aa0a,2026-06-12 16:50:08-05:00,2026-06-12,2026-06-12 21:50:08 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:52:37 UTC,2026-06-12 21:52:41 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029343,https://inaturalist-open-data.s3.amazonaws.com/photos/677875098/medium.jpg,,"","",0,0,false,3,"Jacobson, MN, US",46.8471729185,-93.3403156713,1973396,,,,1973396,,,false,,,"",Ptecticus,,Insecta,248144,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Sarginae,,Ptecticus,
371029433,f59dc7b4-2bab-4044-96d7-c5b327c2e83b,2026-06-12 16:49:54-05:00,2026-06-12,2026-06-12 21:49:54 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:53:03 UTC,2026-06-12 21:53:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029433,https://inaturalist-open-data.s3.amazonaws.com/photos/677875291/medium.jpg,,"","",0,0,false,3,"Twin Lakes Dr, Bovey, MN, US",47.2993801162,-93.3142173997,1973396,,,,1973396,,,false,,,"",Hoplia trifasciata,Three-lined Hoplia,Insecta,221487,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Melolonthinae,Hopliini,Hoplia,Hoplia trifasciata
371029595,bf62bd40-004a-4e18-a572-3568d2906c00,2026-06-12 16:49:15-05:00,2026-06-12,2026-06-12 21:49:15 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:53:38 UTC,2026-06-12 21:54:27 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029595,https://inaturalist-open-data.s3.amazonaws.com/photos/677876007/medium.jpg,,"","",0,0,false,3,"Willow River, MN, US",46.3457499073,-93.046619629,1973396,,,,1973396,,,false,,,"",Symmorphus,,Insecta,203483,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Eumeninae,,Symmorphus,
371029782,eae20944-6504-45f9-85bf-df76347039a0,2026-06-12 16:49:31-05:00,2026-06-12,2026-06-12 21:49:31 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:54:27 UTC,2026-06-12 21:54:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371029782,https://inaturalist-open-data.s3.amazonaws.com/photos/677876047/medium.jpg,,"","",0,0,false,3,"Jacobson, MN, US",46.8671319327,-93.0591160033,1973396,,,,1973396,,,false,,,"",Hylaeus modestus,Modest Masked Bee,Insecta,199048,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeinae,,Hylaeus,Hylaeus modestus
371030002,64f6bbce-ea0c-41db-823d-ccdcbf652f0b,2026-06-12 16:49:04-05:00,2026-06-12,2026-06-12 21:49:04 UTC,Central Time (US & Canada),9643869,zack96679,Zack Stout,2026-06-12 21:54:58 UTC,2026-06-12 21:55:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/371030002,https://inaturalist-open-data.s3.amazonaws.com/photos/677876342/medium.jpg,,"","",0,0,false,3,"Mountain Iron, MN, US",47.4377127595,-92.736902239,1973396,,,,1973396,,,false,,,"",Dolichopodidae,Long-legged Flies,Insecta,68020,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,,,,
